star_id,Fe,Fe_err,C,C_err,O,O_err,raj2000,raj2000_err,decj2000,decj2000_err,x_pos,x_pos_err,y_pos,y_pos_err,z_pos,z_pos_err,dist,dist_err,disk,sptype,vmag,vmag_err,bv,bv_err,u_vel,u_vel_err,v_vel,v_vel_err,w_vel,w_vel_err,teff,teff_err,logg,logg_err,mass,mass_err,rad,rad_err,
*  47 UMa ,0.02 ,0.17 ,0.05 ,0.14 ,0.04 ,0.18 ,164.86655313 ,-1.74e-08/1.74e-08 ,40.43025571 ,-2.22e-08/2.22e-08 ,-10.211 ,,2.762 ,,9.012 ,,13.90 ,-0.0271/0.0613 ,thin ,G1-VFe-0.5 ,5.03 ,,0.624 ,,-24.20 ,,-2.50 ,,0.80 ,,5904.0 ,,4.45 ,,1.06 ,-0.133/0.133 ,1.21 ,-0.0486/0.0486 ,
*  48 Tau ,0.15 ,0.03 ,-0.05 ,0.09 ,0.30 ,0.09 ,63.94285198 ,-7.94e-09/7.94e-09 ,15.40069607 ,-4.93e-09/4.93e-09 ,19.845 ,,40.586 ,,12.445 ,,46.86 ,-0.065/0.0669 ,thin ,F5V ,6.30 ,,0.400 ,,-40.10 ,,-18.60 ,,-0.80 ,,6633.0 ,,4.19 ,,1.42 ,-0.23/0.23 ,1.70 ,-0.0627/0.0627 ,
*  49 Ser ,0.06 ,0.08 ,0.19 ,0.09 ,0.21 ,0.09 ,49.90327601 ,,13.52690703 ,,14.760 ,,17.530 ,,5.513 ,,23.57 ,,thin ,G9V+G9V ,6.68 ,,0.764 ,,50.30 ,,-12.70 ,,-16.50 ,,5414.0 ,-107.0/107.0 ,4.51 ,-0.0751/0.0751 ,0.94 ,-0.118/0.118 ,0.89 ,-0.0413/0.0413 ,
*  49 Ser A ,-0.10 ,0.04 ,-0.13 ,0.09 ,-0.07 ,0.09 ,243.32687380 ,-4.14e-09/4.14e-09 ,13.52690150 ,-3.81e-09/3.81e-09 ,-10.595 ,,-21.090 ,,5.678 ,,24.27 ,-0.0572/0.0618 ,N/A ,G9V ,,,,,,,,,,,5414.0 ,,4.48 ,,0.94 ,-0.118/0.118 ,0.89 ,-0.0413/0.0413 ,
*  49 Ser B ,-0.02 ,0.04 ,0.01 ,0.13 ,-0.01 ,0.02 ,243.32675272 ,-4.24e-09/4.24e-09 ,13.52804546 ,-3.96e-09/3.96e-09 ,-10.597 ,,-21.094 ,,5.680 ,,24.28 ,-0.0126/0.0136 ,N/A ,G9V ,,,,,,,,,,,5343.0 ,,4.55 ,,0.92 ,-0.112/0.112 ,0.88 ,-0.0415/0.0415 ,
*  50 Per ,0.16 ,0.22 ,0.05 ,0.09 ,0.15 ,0.12 ,62.15257151 ,-1.62e-08/1.62e-08 ,38.03973854 ,-9.91e-09/9.91e-09 ,7.791 ,,14.747 ,,13.050 ,,21.18 ,-0.0323/0.0314 ,thin ,F8V ,5.52 ,,0.520 ,,-32.60 ,,-15.90 ,,-7.90 ,,6313.0 ,,4.35 ,,1.30 ,-0.197/0.197 ,1.22 ,-0.0512/0.0512 ,
*  51 Aql ,-0.14 ,0.04 ,0.13 ,0.09 ,0.37 ,0.09 ,297.69493257 ,-1.83e-08/1.83e-08 ,-10.76350929 ,-1.34e-08/1.34e-08 ,12.528 ,,-23.868 ,,-5.124 ,,27.44 ,-0.0633/0.0603 ,thin ,F5VFe-1CH-0.7 ,5.39 ,,0.402 ,,5.50 ,,5.30 ,,3.40 ,,6855.0 ,,4.26 ,,1.48 ,-0.248/0.248 ,1.45 ,-0.0549/0.0549 ,
*  51 Ari ,0.14 ,0.08 ,0.19 ,0.1 ,-0.03 ,0.1 ,45.60844308 ,-4.98e-09/4.98e-09 ,26.60923900 ,-4.53e-09/4.53e-09 ,13.244 ,,13.528 ,,9.484 ,,21.18 ,-0.0106/0.0105 ,thin ,G6V ,6.62 ,,0.696 ,,-18.80 ,,-22.40 ,,-5.90 ,,5666.0 ,,4.45 ,,1.00 ,-0.128/0.128 ,0.99 ,-0.0414/0.0414 ,
*  51 Eri ,0.02 ,0.04 ,-0.02 ,0.09 ,-0.01 ,0.09 ,69.40055254 ,-1.92e-08/1.92e-08 ,-2.47354881 ,-9.56e-09/9.56e-09 ,10.582 ,,28.153 ,,-1.299 ,,30.10 ,-0.254/0.818 ,thin ,F0IV ,5.21 ,,0.283 ,,-7.20 ,,-13.90 ,,-5.80 ,,7146.0 ,,4.23 ,,1.65 ,-0.178/0.357 ,1.49 ,-0.0551/0.0454 ,
*  51 LMi ,-0.39 ,0.07 ,-0.20 ,0.09 ,-0.06 ,0.05 ,166.31447848 ,-5.18e-09/5.18e-09 ,25.20190353 ,-4.96e-09/4.96e-09 ,-54.219 ,,13.203 ,,26.261 ,,61.67 ,-0.381/0.118 ,thick ,G0 ,7.60 ,,0.594 ,,-84.70 ,,-48.30 ,,-42.40 ,,5900.0 ,,4.05 ,,1.08 ,-0.139/0.139 ,1.63 ,-0.0839/0.0839 ,
*  51 Peg ,0.19 ,0.21 ,0.18 ,0.26 ,0.11 ,0.16 ,344.36658532 ,-1.49e-08/1.49e-08 ,20.76883250 ,-1.51e-08/1.51e-08 ,13.973 ,,-3.910 ,,5.503 ,,15.52 ,-0.0202/0.0164 ,thin ,G2IV ,5.46 ,,0.666 ,,-15.40 ,,-29.50 ,,15.40 ,,5793.0 ,,4.45 ,,1.03 ,-0.0854/0.1667 ,1.18 ,-0.0353/0.0674 ,
*  52 LMi ,0.02 ,0.01 ,-0.06 ,0.09 ,0.16 ,0.09 ,166.77029183 ,-4.95e-09/4.95e-09 ,25.53712635 ,-4.61e-09/4.61e-09 ,-46.859 ,,11.016 ,,22.998 ,,53.35 ,-0.1635/0.0772 ,thin ,F8IV ,6.84 ,,0.513 ,,-8.50 ,,-6.60 ,,-13.30 ,,6223.0 ,,4.04 ,,1.21 ,-0.171/0.171 ,1.77 ,-0.0661/0.0661 ,
*  54 Cet ,-0.39 ,0.04 ,,,,,27.71655254 ,-1.18e-08/1.18e-08 ,11.04337833 ,-8.91e-09/8.91e-09 ,36.128 ,,18.981 ,,7.965 ,,41.58 ,-0.13/0.151 ,thin ,F0Vs ,5.92 ,,0.302 ,,6.90 ,,8.60 ,,-14.60 ,,7045.0 ,,4.50 ,,1.57 ,-0.254/0.254 ,1.62 ,-0.0573/0.0573 ,
*  54 Cnc ,0.12 ,0.04 ,,,,,132.75610170 ,-5.37e-09/5.37e-09 ,15.35065670 ,-2.86e-09/2.86e-09 ,-26.154 ,,28.287 ,,10.576 ,,39.95 ,-0.012/0.008 ,thin ,G1V ,6.36 ,,0.669 ,,-49.60 ,,-6.50 ,,13.30 ,,5862.0 ,,3.94 ,,1.04 ,-0.13/0.13 ,2.00 ,-0.101/0.101 ,
*  54 Psc ,0.15 ,0.07 ,0.25 ,0.23 ,0.06 ,0.2 ,9.84085580 ,-1.02e-08/1.02e-08 ,21.25047581 ,-4.57e-09/4.57e-09 ,10.201 ,,1.770 ,,4.026 ,,11.11 ,-0.01/0.0194 ,thin ,K0.5V ,5.88 ,,0.850 ,,40.00 ,,-19.70 ,,8.70 ,,5303.0 ,,4.58 ,,0.90 ,-0.114/0.109 ,0.87 ,-0.0538/0.0287 ,
*  58 Eri ,0.01 ,0.16 ,-0.06 ,0.1 ,0.04 ,0.16 ,71.90121545 ,-9.57e-09/9.57e-09 ,-16.93445567 ,-9.62e-09/9.62e-09 ,3.920 ,,11.995 ,,-3.842 ,,13.19 ,-0.0422/0.023 ,thin ,G2.5IV-V ,5.50 ,,0.632 ,,-24.80 ,,-9.10 ,,-3.70 ,,5820.0 ,,4.63 ,,1.05 ,-0.133/0.133 ,0.96 ,-0.0397/0.0397 ,
*  58 Oph ,-0.12 ,0.04 ,-0.08 ,0.09 ,0.00 ,0.09 ,265.85747308 ,-4.14e-08/4.14e-08 ,-21.68319414 ,-2.58e-08/2.58e-08 ,-1.157 ,,-15.970 ,,-6.367 ,,17.23 ,-0.0537/0.0487 ,thin ,F5V ,4.86 ,,0.469 ,,10.50 ,,-6.40 ,,5.80 ,,6433.0 ,,4.20 ,,1.30 ,-0.193/0.193 ,1.32 ,-0.0572/0.0572 ,
*  59 Dra ,0.02 ,0.04 ,0.26 ,0.09 ,0.23 ,0.09 ,287.29117275 ,-2.94e-08/2.94e-08 ,76.56050384 ,-2.87e-08/2.87e-08 ,1.897 ,,-6.094 ,,26.709 ,,27.46 ,-0.135/0.124 ,thin ,A7V ,5.11 ,,0.308 ,,13.40 ,,4.00 ,,-10.80 ,,7099.0 ,,4.26 ,,1.59 ,-0.252/0.252 ,1.50 ,-0.0575/0.0575 ,
*  60 Tau ,0.16 ,0.04 ,,,,,65.51465892 ,-1.85e-08/1.85e-08 ,14.07719803 ,-1.24e-08/1.24e-08 ,18.291 ,,40.164 ,,11.067 ,,45.50 ,-0.221/0.423 ,thin ,kA3hF2mF2(III) ,5.71 ,,0.315 ,,-41.90 ,,-19.20 ,,-2.00 ,,7310.0 ,,4.00 ,,1.65 ,-0.273/0.273 ,1.82 ,-0.0644/0.0644 ,
*  61 Cyg A ,-0.22 ,0.18 ,,,,,316.72474829 ,-1.08e-08/1.08e-08 ,38.74941732 ,-1.35e-08/1.35e-08 ,1.982 ,,-1.866 ,,2.185 ,,3.49 ,-0.0112/0.0042 ,thin ,K5V ,5.21 ,,1.069 ,,-94.10 ,,-54.80 ,,-8.20 ,,4414.0 ,,4.43 ,,0.67 ,-0.0826/0.0826 ,0.71 ,-0.0732/0.0732 ,
*  61 Cyg B ,-0.35 ,0.08 ,,,,,316.73026602 ,-5.27e-09/5.27e-09 ,38.74204403 ,-6.43e-09/6.43e-09 ,1.985 ,,-1.868 ,,2.187 ,,3.49 ,-0.009/0.0049 ,thin ,K7V ,6.03 ,,1.309 ,,-92.20 ,,-53.50 ,,-9.40 ,,4020.0 ,,4.20 ,,0.61 ,-0.0836/0.0836 ,0.69 ,-0.0853/0.0853 ,
*  61 UMa ,-0.03 ,0.15 ,-0.04 ,0.18 ,-0.02 ,0.05 ,175.26256779 ,-1.89e-08/1.89e-08 ,34.20163378 ,-2.74e-08/2.74e-08 ,-7.892 ,,0.654 ,,5.382 ,,9.57 ,-0.0102/0.0104 ,thin ,G8V ,5.34 ,,0.723 ,,7.80 ,,-16.00 ,,-3.40 ,,5270.0 ,,4.53 ,,0.97 ,-0.119/0.119 ,0.87 ,-0.0412/0.0412 ,
*  61 Vir ,-0.02 ,0.46 ,-0.03 ,0.3 ,0.04 ,0.2 ,199.60130828 ,-2.88e-08/2.88e-08 ,-18.31119382 ,-3.05e-08/3.05e-08 ,-7.605 ,,-2.708 ,,-2.672 ,,8.50 ,-0.0173/0.0174 ,thin ,G6.5V ,4.74 ,,0.709 ,,-23.70 ,,-47.30 ,,-31.80 ,,5628.0 ,,4.36 ,,0.91 ,-0.0368/0.0368 ,1.03 ,-0.0232/0.0232 ,
*  66 Cet B ,0.10 ,0.1 ,0.05 ,0.03 ,0.10 ,0.06 ,33.19433846 ,-6.82e-09/6.82e-09 ,-2.39633203 ,-5.38e-09/5.38e-09 ,31.859 ,,20.844 ,,-1.593 ,,38.10 ,-0.122/0.142 ,N/A ,G1V ,7.74 ,,0.716 ,,,,,,,,5722.0 ,,4.75 ,,1.02 ,-0.124/0.124 ,1.03 ,-0.0403/0.0403 ,
*  68 Eri ,-0.29 ,0.22 ,-0.17 ,0.06 ,-0.07 ,0.17 ,77.18207797 ,-1.64e-08/1.64e-08 ,-4.45620829 ,-9.95e-09/9.95e-09 ,5.527 ,,24.293 ,,-1.942 ,,24.99 ,-0.595/0.202 ,thin ,F5.5VkF4mF2 ,5.12 ,,0.455 ,,-10.30 ,,-6.30 ,,2.10 ,,6421.0 ,,3.60 ,,1.30 ,-0.205/0.205 ,1.73 ,-0.0646/0.0646 ,
*  70 Tau ,0.07 ,0.04 ,,,-0.26 ,0.09 ,66.40551052 ,-1.24e-07/1.24e-07 ,15.94102321 ,-6.31e-08/6.31e-08 ,15.076 ,,34.517 ,,10.759 ,,39.17 ,-0.718/0.697 ,thin ,F7V ,6.44 ,,0.509 ,,-42.30 ,,-18.90 ,,-1.60 ,,6429.0 ,,4.50 ,,1.30 ,-0.207/0.207 ,1.98 ,-0.0965/0.0965 ,
*  70 Vir ,-0.07 ,0.18 ,0.02 ,0.12 ,0.03 ,0.14 ,202.10753580 ,-1.42e-08/1.42e-08 ,13.77878842 ,-9.68e-09/9.68e-09 ,-16.108 ,,-6.543 ,,4.264 ,,17.90 ,-0.0557/0.056 ,thin ,G4Va ,4.97 ,,0.714 ,,12.90 ,,-51.40 ,,-4.30 ,,5530.0 ,,4.07 ,,1.06 ,-0.0291/0.0291 ,1.92 ,-0.0481/0.0481 ,
*  71 Ori ,0.05 ,0.1 ,0.02 ,0.09 ,0.16 ,0.04 ,93.71198476 ,-4.43e-08/4.43e-08 ,19.15644788 ,-4.27e-08/4.27e-08 ,-1.335 ,,20.574 ,,7.162 ,,21.83 ,-0.129/0.127 ,thin ,F5.5IV-V ,5.20 ,,0.430 ,,-32.50 ,,-18.20 ,,-16.40 ,,6587.0 ,,4.23 ,,1.35 ,-0.217/0.217 ,1.34 ,-0.0513/0.0513 ,
*  77 Psc B ,-0.22 ,0.04 ,,,,,16.46430505 ,-6.2e-09/6.2e-09 ,4.90938377 ,-4.1e-09/4.1e-09 ,42.060 ,,12.430 ,,3.767 ,,44.02 ,-0.0548/0.0546 ,thin ,F5/7(V) ,8.32 ,,0.484 ,,9.50 ,,-24.30 ,,-7.30 ,,6300.0 ,,4.50 ,,1.23 ,-0.184/0.184 ,1.19 ,-0.0559/0.0559 ,
*  79 Cet ,0.13 ,0.16 ,0.11 ,0.18 ,0.10 ,0.1 ,38.83303823 ,-6.47e-09/6.47e-09 ,-3.56060360 ,-5.8e-09/5.8e-09 ,29.404 ,,23.670 ,,-2.349 ,,37.82 ,-0.0997/0.241 ,thin ,G2V ,6.78 ,,0.670 ,,88.90 ,,-45.00 ,,-1.70 ,,5766.0 ,,4.22 ,,1.11 ,-0.06/0.06 ,1.48 ,-0.02/0.02 ,
*  83 Leo A ,0.30 ,0.1 ,0.21 ,0.1 ,0.21 ,0.1 ,171.68884054 ,-5.26e-09/5.26e-09 ,3.01309907 ,-6.15e-09/6.15e-09 ,-17.939 ,,2.621 ,,0.954 ,,18.16 ,-0.0407/0.0327 ,thin ,G9IV-V ,6.49 ,,0.778 ,,-61.00 ,,-12.90 ,,-9.80 ,,5365.5 ,-5.66/12.45 ,4.42 ,-0.0746/0.0746 ,0.95 ,-0.122/0.122 ,0.99 ,-0.0428/0.0428 ,
*  83 Leo B ,0.27 ,0.12 ,0.29 ,0.07 ,0.28 ,0.07 ,171.69282636 ,-6.67e-09/6.67e-09 ,3.00632131 ,-6.35e-09/6.35e-09 ,-17.988 ,,2.626 ,,0.955 ,,18.20 ,-0.0577/0.0581 ,thin ,K3 ,7.53 ,,1.002 ,,-62.00 ,,-12.50 ,,-10.20 ,,5250.0 ,,4.60 ,,0.85 ,-0.02/0.02 ,0.75 ,-0.051/0.051 ,
*  85 Tau ,0.05 ,0.04 ,,,0.15 ,0.09 ,67.96566186 ,-1.25e-08/1.25e-08 ,15.85162393 ,-6.25e-09/6.25e-09 ,17.176 ,,42.439 ,,13.000 ,,47.59 ,-0.213/0.162 ,thin ,F1.5Vn ,6.00 ,,0.338 ,,-38.20 ,,-20.10 ,,-0.40 ,,7029.0 ,,4.07 ,,1.56 ,-0.246/0.246 ,1.76 ,-0.0714/0.0714 ,
*  88 Leo ,0.00 ,0.11 ,0.05 ,0.05 ,0.02 ,0.09 ,172.93726733 ,-9.96e-09/9.96e-09 ,14.36450298 ,-1.18e-08/1.18e-08 ,-22.448 ,,2.781 ,,5.793 ,,23.35 ,-0.1239/0.0642 ,thin ,F9.5V ,6.27 ,,0.570 ,,-21.00 ,,-29.80 ,,-20.20 ,,6014.0 ,,4.38 ,,1.11 ,-0.14/0.14 ,1.12 ,-0.057/0.057 ,
*  89 Leo ,0.06 ,0.08 ,,,0.13 ,0.05 ,173.59145376 ,-1.14e-08/1.14e-08 ,3.06016494 ,-1.19e-08/1.19e-08 ,-26.833 ,,3.014 ,,1.444 ,,27.04 ,-0.0601/0.0603 ,thin ,F5.5V ,5.76 ,,0.480 ,,-14.40 ,,-21.50 ,,-8.50 ,,6538.0 ,,4.32 ,,1.32 ,-0.209/0.209 ,1.36 ,-0.0556/0.0556 ,
*  94 Aqr B ,0.20 ,0.03 ,0.10 ,0.09 ,0.12 ,0.02 ,349.77733711 ,-6.86e-09/6.86e-09 ,-13.45525038 ,-5.88e-09/5.88e-09 ,21.459 ,,-3.870 ,,-5.217 ,,22.42 ,-0.0215/0.085 ,N/A ,K2 ,,,,,,,,,,,5168.0 ,,4.48 ,,0.87 ,-0.105/0.105 ,0.86 ,-0.0588/0.0588 ,
*  94 Cet ,0.21 ,0.23 ,0.23 ,0.34 ,0.23 ,0.21 ,48.19348571 ,-3.69e-08/3.69e-08 ,-1.19609884 ,-2.75e-08/2.75e-08 ,15.012 ,,16.786 ,,-0.470 ,,22.52 ,-0.103/0.104 ,thin ,F8.5V ,5.07 ,,0.575 ,,-20.40 ,,-19.70 ,,-6.60 ,,6159.0 ,,4.35 ,,1.36 ,-0.042/0.042 ,1.80 ,-0.0936/0.0936 ,
* 101 Tau ,0.18 ,0.16 ,0.15 ,0.09 ,0.12 ,0.22 ,74.93467513 ,-6.7e-09/6.7e-09 ,15.91673241 ,-3.53e-09/3.53e-09 ,11.144 ,,41.401 ,,12.227 ,,44.58 ,-0.0883/0.0602 ,thin ,F5V ,6.75 ,,0.450 ,,-42.20 ,,-18.30 ,,-1.80 ,,6497.0 ,,4.50 ,,1.38 ,-0.222/0.222 ,1.38 ,-0.0534/0.0534 ,
* 107 Psc ,-0.04 ,0.16 ,-0.01 ,0.29 ,0.00 ,0.07 ,25.62401052 ,-3.36e-08/3.36e-08 ,20.26851268 ,-2.52e-08/2.52e-08 ,6.469 ,,3.103 ,,2.650 ,,7.65 ,-0.0127/0.019 ,thin ,K1V ,5.24 ,,0.836 ,,34.80 ,,-24.90 ,,2.60 ,,5173.0 ,,4.53 ,,0.88 ,-0.113/0.113 ,0.83 ,-0.0415/0.0415 ,
* 109 Psc ,0.13 ,0.12 ,0.14 ,0.18 ,0.08 ,0.16 ,26.23260631 ,-8.08e-09/8.08e-09 ,20.08314915 ,-7.17e-09/7.17e-09 ,27.898 ,,13.747 ,,11.371 ,,33.12 ,-0.249/0.404 ,thin ,G3Va ,6.28 ,,0.720 ,,36.60 ,,-28.20 ,,16.90 ,,5641.0 ,,4.11 ,,0.99 ,-0.12/0.12 ,1.84 ,-0.0793/0.0793 ,
* 111 Tau ,0.05 ,0.18 ,-0.02 ,0.04 ,0.08 ,0.04 ,81.10609701 ,-2.32e-08/2.32e-08 ,17.38353511 ,-1.59e-08/1.59e-08 ,2.149 ,,13.736 ,,4.352 ,,14.57 ,-0.0227/0.0219 ,thin ,F8V ,5.00 ,,0.544 ,,-38.10 ,,-14.60 ,,7.10 ,,6120.0 ,,4.36 ,,1.16 ,-0.159/0.159 ,1.18 ,-0.0585/0.0585 ,
* 111 Tau B ,-0.04 ,0.13 ,-0.08 ,0.09 ,0.20 ,0.09 ,80.90991462 ,-5.55e-09/5.55e-09 ,17.32411691 ,-3.85e-09/3.85e-09 ,2.194 ,,13.716 ,,4.333 ,,14.55 ,-0.0317/0.0542 ,thin ,K4V ,7.92 ,,1.104 ,,-38.50 ,,-14.30 ,,6.80 ,,4576.0 ,,4.08 ,,0.72 ,-0.0861/0.0861 ,0.69 ,-0.0581/0.0581 ,
* 112 Psc ,0.28 ,0.05 ,0.24 ,0.06 ,0.28 ,0.08 ,30.03816480 ,-2.54e-08/2.54e-08 ,3.09701401 ,-1.67e-08/1.67e-08 ,27.484 ,,15.892 ,,1.718 ,,31.79 ,-0.0689/0.084 ,thin ,G2IV ,5.89 ,,0.610 ,,1.10 ,,-57.40 ,,4.90 ,,6041.0 ,,4.43 ,,1.10 ,-0.134/0.134 ,1.80 ,-0.0725/0.0725 ,
* I Pup ,-0.37 ,0.04 ,,,,,108.14010473 ,-2.57e-08/2.57e-08 ,-46.75930461 ,-3.26e-08/3.26e-08 ,-4.568 ,,13.942 ,,-15.601 ,,21.42 ,-0.0617/0.0705 ,thin ,F3VFe-1.0 ,4.49 ,,0.324 ,,-14.50 ,,5.50 ,,-8.20 ,,6941.0 ,,4.13 ,,1.52 ,-0.254/0.254 ,1.61 ,-0.0731/0.0731 ,
* X Pup ,-0.14 ,0.06 ,-0.06 ,0.09 ,0.02 ,0.12 ,102.47756810 ,-1.98e-08/1.98e-08 ,-46.61456159 ,-1.91e-08/1.91e-08 ,-3.740 ,,16.900 ,,-18.313 ,,25.20 ,-0.0512/0.0621 ,thin ,F5.5V ,5.14 ,,0.460 ,,-47.00 ,,-13.60 ,,6.80 ,,6453.0 ,,4.06 ,,1.32 ,-0.219/0.219 ,1.68 ,-0.0701/0.0701 ,
* alf Crv ,-0.34 ,0.26 ,-0.25 ,0.09 ,,,182.10340532 ,-3.6e-08/3.6e-08 ,-24.72887560 ,-3.47e-08/3.47e-08 ,-13.570 ,,-0.498 ,,-6.254 ,,14.95 ,-0.517/0.105 ,thin ,F1V ,4.00 ,,0.334 ,,8.00 ,,-0.20 ,,0.70 ,,7024.0 ,,4.53 ,,1.52 ,,1.43 ,,
* alf For ,-0.22 ,0.16 ,-0.14 ,0.12 ,0.02 ,0.18 ,48.01887418 ,-1.52e-08/1.52e-08 ,-28.98762199 ,-2.38e-08/2.38e-08 ,8.194 ,,9.106 ,,-6.787 ,,14.00 ,-0.0315/0.0314 ,thin ,F6V ,3.85 ,,0.543 ,,-38.50 ,,16.50 ,,29.40 ,,6110.0 ,,3.93 ,,1.18 ,-0.159/0.159 ,1.80 ,-0.0682/0.0682 ,
* alf Men ,0.10 ,0.14 ,0.20 ,0.16 ,0.14 ,0.17 ,92.56030255 ,-1.39e-08/1.39e-08 ,-74.75304404 ,-1.9e-08/1.9e-08 ,-0.120 ,,2.679 ,,-9.837 ,,10.20 ,-0.0142/0.0188 ,thin ,G7V ,5.09 ,,0.714 ,,19.30 ,,-31.50 ,,-12.40 ,,5594.0 ,,4.38 ,,0.99 ,-0.133/0.133 ,0.99 ,-0.0554/0.0554 ,
* alf01 Lib ,-0.10 ,0.06 ,,,,,222.67154951 ,-8.8e-08/8.8e-08 ,-15.99721042 ,-7.29e-08/7.29e-08 ,-16.506 ,,-15.216 ,,-6.436 ,,23.35 ,-0.108/0.108 ,thin ,F3V ,5.16 ,,0.401 ,,-24.50 ,,-8.10 ,,-12.10 ,,6632.0 ,,4.18 ,,1.38 ,-0.226/0.226 ,1.50 ,-0.0603/0.0603 ,
* b Aql ,0.38 ,0.19 ,0.40 ,0.32 ,0.30 ,0.23 ,291.24249988 ,-1.12e-08/1.12e-08 ,11.94441347 ,-1.28e-08/1.28e-08 ,5.287 ,,-13.601 ,,3.087 ,,14.92 ,-0.0318/0.0273 ,thin ,G7IVHdel1 ,5.17 ,,0.761 ,,-116.40 ,,-30.10 ,,-20.50 ,,5528.0 ,,4.32 ,,0.99 ,-0.126/0.126 ,1.40 ,-0.0621/0.0621 ,
* b Oph ,0.32 ,0.04 ,-0.42 ,0.09 ,,,261.59256892 ,-6.13e-08/6.13e-08 ,-24.17530695 ,-4.13e-08/4.13e-08 ,-3.363 ,,-22.751 ,,-10.324 ,,25.21 ,-0.67/0.348 ,thin ,kA5hA9mF1III ,4.15 ,,0.283 ,,-35.80 ,,-13.00 ,,-11.60 ,,7261.0 ,,4.01 ,,1.73 ,-0.273/0.273 ,1.91 ,-0.0615/0.0615 ,
* b03 Cyg ,-1.06 ,0.04 ,0.31 ,0.09 ,0.15 ,0.09 ,303.63346814 ,-1.92e-08/1.92e-08 ,36.80630581 ,-2.01e-08/2.01e-08 ,17.773 ,,-26.717 ,,24.011 ,,40.08 ,-0.281/0.285 ,thin ,A2V ,4.99 ,,0.151 ,,-23.70 ,,-11.30 ,,-3.90 ,,8100.0 ,,4.06 ,,1.85 ,-0.19/0.19 ,1.94 ,-0.0549/0.0549 ,
* b03 Hya ,0.07 ,0.06 ,,,,,163.37305094 ,-1.68e-08/1.68e-08 ,-20.13872945 ,-2.33e-08/2.33e-08 ,-27.351 ,,8.168 ,,-10.468 ,,30.40 ,-0.223/0.929 ,thin ,F6V ,5.24 ,,0.480 ,,28.40 ,,-10.60 ,,-21.30 ,,6505.0 ,,4.19 ,,1.33 ,-0.21/0.21 ,1.93 ,-0.0872/0.0872 ,
* bet CVn ,-0.19 ,0.17 ,-0.19 ,0.19 ,-0.09 ,0.07 ,188.43560105 ,-2.11e-08/2.11e-08 ,41.35747815 ,-3.14e-08/3.14e-08 ,-6.232 ,,-0.924 ,,5.546 ,,8.39 ,-0.2718/0.0722 ,thin ,G0V ,4.25 ,,0.588 ,,-31.00 ,,-3.50 ,,1.50 ,,5779.0 ,,4.20 ,,1.07 ,-0.124/0.124 ,1.08 ,-0.0454/0.0454 ,
* bet Com ,0.07 ,0.21 ,0.00 ,0.16 ,0.03 ,0.08 ,197.96830761 ,-3.02e-08/3.02e-08 ,27.87818397 ,-2.04e-08/2.04e-08 ,-7.737 ,,-2.509 ,,4.303 ,,9.20 ,-0.0167/0.0487 ,thin ,F9.5V ,4.25 ,,0.572 ,,-50.00 ,,11.50 ,,7.80 ,,6021.0 ,,4.43 ,,1.10 ,-0.135/0.135 ,1.11 ,-0.0587/0.0587 ,
* bet Vir ,0.13 ,0.2 ,0.13 ,0.22 ,0.15 ,0.12 ,177.67382715 ,-4.6e-08/4.6e-08 ,1.76472265 ,-3.74e-08/3.74e-08 ,-10.986 ,,0.446 ,,0.339 ,,11.00 ,-0.029/0.0351 ,thin ,F9V ,3.60 ,,0.518 ,,40.40 ,,3.20 ,,7.00 ,,6072.0 ,,4.00 ,,1.13 ,-0.152/0.152 ,1.75 ,-0.0691/0.0691 ,
* c Boo ,0.00 ,0.05 ,0.36 ,0.09 ,0.38 ,0.09 ,226.82527473 ,-1.35e-08/1.35e-08 ,24.86919428 ,-2.03e-08/2.03e-08 ,-12.122 ,,-12.920 ,,8.212 ,,19.53 ,-0.1973/0.0572 ,thin ,F5V ,4.93 ,,0.429 ,,16.00 ,,-2.40 ,,-19.70 ,,6632.0 ,,4.23 ,,1.34 ,-0.222/0.222 ,1.41 ,-0.0688/0.0688 ,
* c UMa ,0.00 ,0.12 ,0.18 ,0.06 ,0.07 ,0.06 ,138.58559182 ,-2.63e-08/2.63e-08 ,61.42331696 ,-2.77e-08/2.77e-08 ,-7.229 ,,6.376 ,,17.696 ,,20.15 ,-0.227/0.085 ,thin ,G0V ,5.20 ,,0.605 ,,8.40 ,,-7.50 ,,-9.30 ,,5881.0 ,,4.18 ,,1.08 ,-0.135/0.135 ,1.59 ,-0.0827/0.0827 ,
* chi Cnc ,-0.26 ,0.2 ,-0.21 ,0.08 ,-0.09 ,0.18 ,125.01608650 ,-2.15e-08/2.15e-08 ,27.21770505 ,-1.77e-08/1.77e-08 ,-9.293 ,,13.264 ,,8.330 ,,18.21 ,-0.0323/0.0328 ,thin ,F6V ,5.13 ,,0.487 ,,-24.20 ,,-38.80 ,,7.30 ,,6347.0 ,,4.44 ,,1.22 ,-0.168/0.168 ,1.32 ,-0.0532/0.0532 ,
